rank,channel,total_clips,affected_by,sued_over
298,Kendall Todd TheSilverGuy,172,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
299,The Berrics,171,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
300,MLive,171,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
301,Zack Hample,170,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
302,Wow Animals,170,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
303,Firebase,169,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
304,Lone Wolf Paintball,169,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
305,Common Man Cocktails,169,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
306,This Morning,169,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
307,ScottHermanFitness,168,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
308,Noreen's Kitchen,168,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
309,akidearest,167,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
310,Teachingmensfashion,167,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
311,Funny Or Die,167,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
312,steven lavimoniere,166,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
313,TK Bay,166,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
314,The More We Explore,165,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
315,Kevin Chapman,165,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
316,BETNetworks,165,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
317,Nicole Burgess,165,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
318,ehow,165,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
319,PBS Space Time,164,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
320,Bri From Scratch,164,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
321,Tyrone Magnus,164,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
322,JennaMarbles,164,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
323,AllToyCollector,163,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
324,Viktor Larkhill,163,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
325,Peppa Pig em Português Brasil - Canal Oficial,163,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
326,Young Hollywood,163,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
327,panzertoo,163,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
328,Philips,162,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
329,Crafts That Slap,162,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
330,Tami Dunn,162,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
331,Tati,161,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
332,Tom Ferry,161,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
333,Arsenal,161,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
334,映画カルチュア FilmIsNow Japan,161,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
335,Ask Japanese,160,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
336,Autocar,160,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
337,Meebles Sporella,160,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
338,Dr Dray,160,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
339,LakeForkGuy,160,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
340,Lucy Jessica Carter,159,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
341,NASA Video,159,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
342,Think Story,158,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
343,TMZSports,158,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
344,DJI,157,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
345,Pan The Organizer,157,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
346,Facts Verse,156,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
347,carwow,156,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
348,Ratchets And Wrenches,155,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
349,ViralHog,155,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
350,AMC Theatres,155,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
351,GaryVee,154,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
352,GoHerping,154,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
353,Top Gear,154,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
354,The B1M,153,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
355,Evie's Toy House,153,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
356,USL on YouTube,153,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
357,Vitality Massage,153,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
358,The Action Lab,152,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
359,Real Men Real Style,151,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
360,savagegeese,151,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
361,Stephan Kesting,151,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
362,Doctor Mike,151,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
363,HellthyJunkFood,150,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
364,Corridor Crew,150,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
365,SourceFed,150,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
366,eHowTech,150,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
367,TvAgro,150,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
368,Meet Kevin,149,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
369,Journey Together,149,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
370,Taren's MōTTIV Method,149,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
371,WhatGear,149,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
372,Hollyscoop,149,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
373,Life For Life,149,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
374,PraveenMohan,148,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
375,The Lion Whisperer,148,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
376,WaysAndHow,148,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
377,vipmagazin Kino,148,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
378,Freethink,147,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
379,How Farms Work,147,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
380,Those Two Brits,147,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
381,Google,147,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
382,Vanguard Motor Sales,147,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
383,BabbleTop,147,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
384,Serge Ramelli Photography,147,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
385,HubNut,147,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
386,RPP Noticias,147,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
387,Coisa de Nerd,147,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
388,Simple History,146,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
389,RaceGrooves,146,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
390,HowStuffWorks,146,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
391,Joey Graceffa,146,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
392,Loose Women,146,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
393,Bispo Bruno Leonardo,146,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
394,BugaLuis,145,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
395,Jen Smith,145,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
396,ADVChina,145,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
397,Pablito's Way,144,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
398,The Royal Institution,144,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
399,CarAudioFabrication,144,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
400,What Car?,144,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
401,MercifulServant,143,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
402,Kings and Generals,143,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
403,Ford Performance,143,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
404,McCann Dog Training,142,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
405,fightTIPS,142,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
406,Deji,142,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
407,CBC,142,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
408,SciShow,142,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
409,Animal Planet,142,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
410,Amazing Dinosaurs,141,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
411,Ben Hardy,140,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
412,MMAnytt,140,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
413,Bearing,140,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
414,Name Explain,140,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
415,JayzTwoCents,140,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
416,Rotten Tomatoes Indie,140,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
417,Trinity and Beyond,139,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
418,Max Novak,139,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
419,RevMatchTV,139,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
420,Our Human Planet,138,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
421,Be Fluent in Russian,138,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
422,aantonop,138,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
423,Extra History,138,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
424,鈴川絢子/Suzukawa Ayako,138,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
425,The Herd with Colin Cowherd,138,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
426,Totally Rudy,137,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
427,Dyches Fam,137,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
428,Bob & Brad,137,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
429,This Week in Louisiana Agriculture,137,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
430,BuzzFeedVideo,137,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
431,Curtis Judd,136,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
432,BMW,136,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
433,Marques Brownlee,136,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
434,Devin Niemela,134,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
435,Shane Lee,134,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
436,FROSTY Life,134,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
437,TheLifeOfJord,134,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
438,MotoringMiddleEast,133,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
439,Talking Tom,133,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
440,Victoria Raechel,133,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
441,Alonzo Lerone,133,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
442,ちゃんねる鰐,133,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
443,Steve Owens,132,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
444,Microsoft,132,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
445,joanday,132,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
446,ExplosmEntertainment,132,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
447,Manual do Mundo,132,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
448,A Common Life,131,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
449,Annoying Orange,131,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
450,eHowFitness,131,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
451,Miss Mina,130,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
452,MarkAngelComedy,130,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
453,Kendall Gray,130,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
454,Oh Yum with Anna Olson,129,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
455,Fraser Cain,129,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
456,Stephen Sharer,129,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
457,We're the Russos,129,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
458,Hollywood Life,129,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
459,DroningON,128,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
460,How To Make Everything,128,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
461,JesssFam,127,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
462,WasabiCars,126,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
463,Factnomenal,126,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
464,Backcountry Exposure,126,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
465,McJuggerNuggets,126,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
466,Sailing Uma,126,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
467,GommeBlog.it: Tecnica e Performance,126,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
468,U.S. Navy,126,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
469,Dr. Phil,126,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
470,Mighty Car Mods,125,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
471,Geography Now,125,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
472,randomfrankp,125,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
473,Ruby Granger,125,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
474,Blake's Garage,125,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
475,alanews,125,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
476,The Hockey Guy,125,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
477,MonacoInfo,125,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
478,What If,124,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
479,Lawful Masses with Leonard French,124,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
480,Fearless & Far,124,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
481,Emmerdale,124,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
482,Animal Planet Latinoamérica,124,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
483,vagabrothers,123,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
484,CupofTJ,123,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
485,What The Flick?!,123,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
486,The Real Daytime,123,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
487,Crown Rick Auto,122,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
488,SmarterEveryDay,122,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
489,Real Stories,122,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
490,AmericanMuscle Mustang,121,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
491,Motorvision Deutschland,121,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
492,Antena 3,121,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
493,ISU Junior Grand Prix,120,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
494,Shea Whitney,120,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
495,JustDustin,120,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
496,Carolyn's RV Life,120,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
497,TampaTec,120,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
498,Franco Escamilla,120,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
499,Our Wyoming Life,119,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
500,Taylor R,119,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
501,MercBenzKing,119,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
502,pankobunny,119,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
503,DFBGuide,119,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
504,Kreosan English,119,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
505,Tangerine Travels,119,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
506,RNZ,119,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
507,JCVdude,119,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
508,TFLoffroad,118,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
509,Professor Dave Explains,118,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
510,Adelaines Camera Roll,118,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
511,David Ostrowski,118,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
512,Washington Post,118,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
513,Теремок ТВ,118,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
514,Mediotiempo,118,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
515,Reclaiming Motherhood,117,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
516,Anna Akana,117,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
517,Soccer AM,117,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
518,Our Pets Health,117,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
